transaction_id,customer_id,merchant_id,amount,transaction_time,transaction_type,channel,device_id,ip_address,geo_location,transaction_velocity_1h,transaction_velocity_24h,avg_spend_7d,customer_risk_score,account_age_days,card_present,international_flag,previous_fraud_history,merchant_category,is_fraud
1681,94835,7978,41180.12,2024-08-03 18:23:00,NetBanking,Mobile,626785,192.168.224.27,Pune,5,30,9457.62,0.447,4090,0,0,0,Travel,0
1682,11122,4779,24334.75,2024-08-22 08:24:00,POS,Card,288080,192.168.86.111,Hyderabad,6,31,50702.37,0.902,4968,1,1,0,Others,1
1683,13165,6717,42642.75,2024-11-04 15:59:00,UPI,Mobile,816354,192.168.43.96,Pune,3,0,39608.2,0.859,139,0,0,0,Food,0
1684,81641,2142,5454.53,2024-07-13 00:51:00,ATM,Mobile,402921,192.168.93.236,Chennai,3,26,38757.25,0.23,3962,1,0,0,Electronics,0
1685,42258,3197,48505.35,2024-01-21 07:58:00,NetBanking,Card,300234,192.168.16.213,Chennai,7,9,14491.98,0.107,1297,0,0,0,Others,0
1686,56820,7960,38366.71,2024-08-15 04:44:00,POS,Web,972898,192.168.214.80,Pune,7,4,13093.21,0.866,4990,0,0,0,Travel,1
1687,48520,8246,36607.23,2024-09-25 18:46:00,POS,Mobile,623889,192.168.210.155,Bangalore,3,19,49779.04,0.915,3855,1,0,0,Electronics,0
1688,46716,1098,47013.8,2024-12-11 03:09:00,ATM,Branch,924189,192.168.241.112,Pune,3,13,6128.28,0.954,4160,1,0,0,Others,0
1689,94551,2929,23541.62,2024-03-06 20:28:00,POS,Mobile,426168,192.168.68.167,Mumbai,9,7,31734.29,0.4,3579,0,0,0,Travel,0
1690,18466,6467,7487.0,2024-11-09 23:32:00,ATM,Web,928311,192.168.110.110,Hyderabad,4,16,36466.28,0.693,536,0,0,0,Food,0
1691,79498,9151,24870.19,2024-01-08 10:18:00,ATM,Branch,974901,192.168.49.103,Chennai,1,21,56816.77,0.854,3664,0,0,0,Grocery,0
1692,90068,7068,40770.43,2024-09-23 15:23:00,UPI,Web,647573,192.168.123.198,Pune,4,32,13125.4,0.9,475,1,0,0,Electronics,0
1693,69166,7359,42984.17,2024-04-23 23:39:00,POS,Card,377514,192.168.221.242,Delhi,6,12,1489.85,0.25,4209,1,0,0,E-commerce,0
1694,45550,4497,24452.86,2024-02-12 21:16:00,NetBanking,Branch,603300,192.168.59.11,Bangalore,7,15,25130.01,0.549,406,1,0,0,Others,0
1695,24401,1492,36628.5,2024-04-29 10:00:00,ATM,Branch,631286,192.168.82.5,Mumbai,7,10,19048.76,0.826,4362,1,0,0,Others,1
1696,71431,7892,12385.29,2024-07-20 10:37:00,UPI,Branch,579062,192.168.239.133,Chennai,8,22,22645.68,0.015,476,0,0,0,Electronics,0
1697,52191,8192,11565.82,2024-03-11 07:19:00,ATM,Branch,387177,192.168.173.184,Delhi,2,22,41002.54,0.942,820,1,0,0,Electronics,0
1698,23443,4989,29333.66,2024-07-19 22:29:00,ATM,Web,757173,192.168.36.233,Mumbai,1,35,57007.71,0.825,3143,1,0,0,Travel,0
1699,42368,5557,21116.47,2024-09-16 10:55:00,POS,Mobile,747138,192.168.235.74,Bangalore,0,18,52736.94,0.377,4496,0,0,0,Electronics,0
1700,96538,3115,8094.57,2024-11-15 18:14:00,UPI,Web,141735,192.168.148.121,Pune,9,32,47137.7,0.285,3958,1,0,0,Others,0
1701,33884,5073,38080.06,2024-07-23 00:03:00,NetBanking,Web,668378,192.168.64.210,Bangalore,2,17,54057.81,0.341,4208,0,0,0,Travel,0
1702,26059,3177,26630.77,2024-08-07 12:36:00,UPI,Web,244506,192.168.198.87,Bangalore,6,12,19456.6,0.483,1039,1,0,0,Travel,0
1703,71377,4784,26043.6,2024-12-01 19:44:00,ATM,Web,963361,192.168.222.16,Hyderabad,9,28,3516.41,0.639,600,1,0,0,Grocery,0
1704,27958,2206,9506.01,2024-01-13 15:20:00,UPI,Card,343685,192.168.70.216,Bangalore,7,7,35770.57,0.862,4905,1,0,0,E-commerce,0
1705,92790,6459,12094.97,2024-10-05 00:25:00,NetBanking,Card,646025,192.168.135.68,Delhi,2,39,20627.58,0.919,721,1,0,0,Bills,0
1706,87307,3227,34650.76,2024-12-22 18:28:00,ATM,Web,679493,192.168.168.252,Mumbai,1,32,10479.91,0.935,168,0,0,0,Travel,0
1707,98516,7520,42602.56,2024-10-28 12:53:00,NetBanking,Web,808328,192.168.83.64,Bangalore,0,12,48091.24,0.971,3350,1,0,0,Grocery,0
1708,92131,5659,8901.75,2024-12-02 19:36:00,POS,Web,337982,192.168.34.160,Chennai,2,13,52647.41,0.95,1817,0,0,0,Travel,0
1709,31938,9062,40626.67,2024-11-25 09:56:00,NetBanking,Branch,838613,192.168.116.236,Hyderabad,3,21,59447.86,0.096,4812,0,0,0,Electronics,0
1710,29093,2990,39415.35,2024-08-02 23:37:00,NetBanking,Branch,226385,192.168.37.66,Mumbai,9,22,23599.32,0.547,272,1,0,0,Electronics,1
1711,40837,3456,40754.85,2024-10-21 07:42:00,NetBanking,Mobile,109343,192.168.210.108,Pune,8,25,2879.79,0.911,4793,1,0,0,Food,1
1712,52281,3187,29108.1,2024-05-12 20:45:00,POS,Branch,187490,192.168.117.109,Chennai,4,7,33486.3,0.565,4062,0,0,0,Grocery,0
1713,89198,6676,17624.51,2024-02-13 02:52:00,NetBanking,Web,140646,192.168.179.135,Mumbai,2,33,46047.27,0.182,580,0,0,0,Grocery,0
1714,76013,1961,38562.5,2024-01-31 23:00:00,NetBanking,Web,906534,192.168.25.94,Pune,1,17,27173.92,0.204,2021,1,0,0,Food,0
1715,67998,7176,24023.27,2024-03-08 16:47:00,POS,Branch,172113,192.168.166.135,Bangalore,3,18,9976.05,0.501,2998,1,0,1,E-commerce,0
1716,89052,8370,11132.11,2024-09-21 07:04:00,POS,Mobile,708059,192.168.156.160,Bangalore,3,13,41136.6,0.348,3277,0,0,0,Bills,0
1717,68129,7072,20149.22,2024-05-26 15:52:00,POS,Card,577071,192.168.33.77,Mumbai,1,13,30277.49,0.045,635,1,0,1,Electronics,0
1718,44114,2211,22912.96,2024-10-23 04:03:00,UPI,Card,479062,192.168.20.158,Bangalore,9,7,37951.19,0.425,3895,0,0,0,Electronics,0
1719,47169,5436,25291.99,2024-05-01 04:54:00,POS,Mobile,251492,192.168.82.52,Bangalore,0,5,41417.57,0.45,2022,0,0,0,Food,0
1720,56531,5800,44883.3,2024-10-15 16:02:00,NetBanking,Card,188495,192.168.179.66,Pune,1,27,17811.43,0.693,783,1,0,0,E-commerce,0
1721,17989,4518,20587.69,2024-11-19 04:19:00,NetBanking,Branch,546794,192.168.42.19,Pune,4,17,20517.13,0.918,3877,0,0,0,Electronics,0
1722,76753,5196,14276.3,2024-04-29 07:18:00,ATM,Card,672422,192.168.79.219,Delhi,6,27,37364.46,0.125,3997,0,0,0,Bills,0
1723,68749,7860,48119.28,2024-07-10 07:59:00,ATM,Mobile,676048,192.168.67.109,Delhi,4,26,30870.0,0.753,2947,0,0,0,Bills,0
1724,75801,8510,12135.31,2024-07-14 20:13:00,NetBanking,Mobile,658549,192.168.127.74,Bangalore,6,1,44863.59,0.906,4933,0,0,0,Others,0
1725,58054,3699,605.26,2024-11-15 17:12:00,NetBanking,Mobile,460070,192.168.188.171,Pune,4,23,10082.44,0.209,928,1,0,0,Others,0
1726,80465,3968,42498.56,2024-05-16 19:26:00,UPI,Branch,106555,192.168.5.92,Chennai,3,27,53717.43,0.405,3066,0,0,0,Others,0
1727,95476,2872,47724.57,2024-05-21 07:32:00,POS,Web,823920,192.168.204.126,Pune,8,39,4825.16,0.354,1916,0,0,0,Electronics,0
1728,61293,4615,34122.49,2024-10-10 01:53:00,ATM,Card,389147,192.168.27.93,Bangalore,6,28,32879.76,0.345,503,1,0,0,Travel,1
1729,49994,5911,20412.1,2024-11-26 21:00:00,UPI,Branch,697903,192.168.96.69,Chennai,1,23,52558.37,0.864,4028,0,0,0,Travel,0
1730,19415,7421,27210.55,2024-01-11 08:17:00,ATM,Card,789589,192.168.61.247,Pune,5,30,41252.31,0.08,4908,1,0,0,Travel,0
1731,80080,3408,41608.48,2024-01-27 04:20:00,NetBanking,Web,994179,192.168.191.2,Mumbai,1,31,11067.91,0.259,1188,1,0,0,Others,0
1732,91356,2946,44272.75,2024-12-06 16:34:00,ATM,Mobile,878042,192.168.225.82,Delhi,9,7,19044.14,0.428,1395,0,0,0,Electronics,0
1733,72953,1299,5171.17,2024-06-11 14:59:00,POS,Card,883890,192.168.64.169,Bangalore,7,25,32314.97,0.944,2323,1,0,0,Food,0
1734,87900,1844,43406.44,2024-07-23 01:30:00,POS,Mobile,328360,192.168.239.117,Bangalore,7,16,23145.27,0.132,1370,1,0,0,Electronics,0
1735,87507,1464,30886.62,2024-11-24 21:52:00,ATM,Card,668436,192.168.236.126,Mumbai,1,8,8899.42,0.295,2962,0,0,0,Others,0
1736,81827,2866,1662.31,2024-05-24 21:32:00,NetBanking,Branch,501737,192.168.127.148,Bangalore,8,19,44245.77,0.677,3486,0,0,0,Food,0
1737,55258,7254,5468.86,2024-06-13 02:43:00,UPI,Branch,543560,192.168.241.194,Delhi,1,1,48634.7,0.709,4319,1,0,1,Others,0
1738,18987,7967,2324.43,2024-11-05 05:12:00,NetBanking,Mobile,795691,192.168.167.26,Hyderabad,0,0,35301.95,0.837,4622,0,0,0,Travel,0
1739,10292,9757,47430.5,2024-09-24 10:22:00,POS,Web,952991,192.168.52.15,Chennai,9,17,37689.62,0.284,1174,0,0,0,Electronics,1
1740,28395,5905,21354.57,2024-09-10 04:13:00,NetBanking,Mobile,636821,192.168.102.85,Bangalore,4,22,48257.98,0.631,1843,0,0,0,Others,0
1741,48791,5091,35795.0,2024-05-11 17:16:00,UPI,Branch,214078,192.168.6.116,Pune,4,30,2433.05,0.448,510,0,0,0,Bills,0
1742,76923,9093,135.78,2024-09-13 03:43:00,NetBanking,Web,417873,192.168.56.208,Pune,5,2,15151.62,0.965,1723,0,0,0,Bills,0
1743,51022,2323,39668.94,2024-10-29 15:52:00,ATM,Mobile,293488,192.168.110.3,Delhi,9,17,41882.76,0.782,3218,1,0,0,Travel,1
1744,12082,6671,24127.67,2024-11-29 06:58:00,NetBanking,Mobile,974437,192.168.184.160,Hyderabad,4,23,10213.8,0.289,3248,1,0,0,Others,0
1745,28930,8361,46183.95,2024-08-18 11:11:00,ATM,Branch,970013,192.168.188.85,Mumbai,0,24,28304.59,0.622,370,0,0,0,Electronics,0
1746,98129,5522,26068.83,2024-11-14 04:42:00,POS,Branch,559287,192.168.240.114,Hyderabad,4,39,37406.19,0.935,672,1,0,0,Food,0
1747,98921,3352,39450.57,2024-10-23 07:52:00,NetBanking,Web,276794,192.168.156.144,Chennai,4,34,16316.02,0.925,3916,1,0,0,Electronics,0
1748,43942,6587,31491.86,2024-09-23 23:31:00,NetBanking,Web,663466,192.168.146.55,Pune,9,7,55877.72,0.855,4699,0,0,0,Bills,1
1749,82447,9959,26050.9,2024-07-14 19:37:00,UPI,Card,944909,192.168.118.52,Bangalore,1,30,22339.44,0.176,4036,1,0,0,Electronics,0
1750,74737,3123,47414.8,2024-06-07 17:31:00,UPI,Mobile,553271,192.168.59.196,Bangalore,6,8,24784.46,0.449,2905,1,0,0,Grocery,1
1751,93813,6068,24805.18,2024-08-20 17:30:00,UPI,Card,306822,192.168.200.212,Mumbai,9,11,32461.13,0.305,3964,0,0,1,Travel,1
1752,89880,1456,44624.8,2024-11-19 03:26:00,NetBanking,Card,215709,192.168.152.66,Mumbai,7,38,29461.81,0.007,987,0,0,0,E-commerce,0
1753,66586,3093,1852.08,2024-07-11 23:01:00,ATM,Mobile,641683,192.168.28.160,Bangalore,0,35,26292.36,0.607,2148,1,0,0,Travel,0
1754,45516,7902,32888.07,2024-09-12 10:34:00,POS,Branch,591275,192.168.224.131,Hyderabad,5,4,8501.5,0.783,4388,0,0,0,Bills,0
1755,66398,5463,45587.5,2024-07-26 01:39:00,POS,Branch,408210,192.168.71.151,Pune,5,22,41572.23,0.448,4843,1,0,0,Grocery,0
1756,38721,2792,44968.8,2024-08-24 18:51:00,ATM,Card,352020,192.168.42.220,Hyderabad,6,15,41421.31,0.917,1983,1,0,0,Electronics,1
1757,41327,4018,24278.43,2024-09-08 13:06:00,ATM,Branch,786691,192.168.98.152,Mumbai,8,15,32699.33,0.527,3469,0,0,0,Food,0
1758,64786,2088,23631.25,2024-01-19 23:57:00,ATM,Mobile,121576,192.168.172.219,Pune,9,19,7112.19,0.797,3887,1,0,0,Grocery,0
1759,61425,8014,40535.15,2024-02-14 02:37:00,UPI,Web,745086,192.168.86.120,Bangalore,7,39,52738.62,0.019,756,1,0,0,Food,0
1760,62288,9484,16784.04,2024-01-15 04:39:00,NetBanking,Branch,245744,192.168.94.16,Mumbai,8,20,57222.82,0.471,2395,0,0,0,Grocery,0
1761,44620,1952,46861.21,2024-10-07 12:44:00,NetBanking,Web,981711,192.168.78.40,Chennai,9,8,6615.41,0.281,1719,1,0,0,Electronics,0
1762,46822,3141,12571.67,2024-11-22 19:27:00,POS,Web,933476,192.168.190.164,Pune,1,31,11193.48,0.433,599,1,0,0,Bills,0
1763,10917,8712,3766.17,2024-05-09 15:37:00,ATM,Card,177690,192.168.27.96,Pune,5,3,34690.47,0.822,1922,0,0,1,Electronics,1
1764,64159,8907,38607.6,2024-01-28 15:43:00,UPI,Card,820506,192.168.5.120,Hyderabad,6,12,33335.28,0.233,3888,0,0,0,Electronics,0
1765,61820,7905,20265.98,2024-01-05 14:11:00,ATM,Web,632084,192.168.61.189,Mumbai,4,18,7356.19,0.822,54,0,0,0,Food,0
1766,94183,7434,17821.08,2024-06-11 09:54:00,ATM,Mobile,119906,192.168.238.159,Bangalore,6,7,27123.73,0.872,2203,0,0,0,Grocery,0
1767,55384,8751,16079.45,2024-08-22 22:35:00,UPI,Card,396773,192.168.34.187,Pune,7,2,17109.64,0.272,4092,1,0,0,Bills,0
1768,52087,4360,49023.09,2024-05-01 14:25:00,NetBanking,Branch,648584,192.168.131.9,Delhi,0,14,50187.33,0.493,1291,1,0,0,E-commerce,0
1769,16091,9054,28605.25,2024-08-11 23:29:00,ATM,Branch,227831,192.168.20.237,Hyderabad,4,14,17543.35,0.478,1522,1,0,0,Food,0
1770,27706,8978,49596.13,2024-02-26 00:25:00,POS,Mobile,629653,192.168.190.92,Chennai,6,7,18098.91,0.127,1331,0,0,0,Electronics,0
1771,40423,3067,17211.87,2024-09-21 22:11:00,POS,Branch,388053,192.168.1.181,Chennai,0,20,48046.2,0.917,3328,1,0,0,Food,0
1772,43948,1656,20727.76,2024-04-30 14:46:00,UPI,Card,523763,192.168.116.105,Bangalore,8,23,21084.16,0.668,1460,1,0,0,Travel,0
1773,42641,5688,10627.55,2024-12-30 09:16:00,POS,Mobile,233732,192.168.6.53,Pune,9,9,11902.06,0.682,2842,1,1,0,Electronics,1
1774,45469,7823,21546.69,2024-10-07 20:42:00,POS,Web,229637,192.168.62.140,Chennai,2,28,26015.35,0.755,1943,1,0,0,Grocery,0
1775,79201,8648,3147.17,2024-06-17 10:17:00,ATM,Web,945671,192.168.158.22,Delhi,7,0,28154.3,0.161,4437,0,0,0,E-commerce,0
1776,21799,2281,77.86,2024-12-11 10:41:00,POS,Web,942109,192.168.242.12,Chennai,3,19,15407.23,0.739,2530,1,0,0,Travel,0
1777,39903,4396,22681.02,2024-12-21 06:18:00,NetBanking,Mobile,829152,192.168.171.71,Pune,9,26,50168.18,0.211,3515,0,0,0,Travel,0
1778,24658,7909,37313.9,2024-03-12 23:46:00,UPI,Branch,568073,192.168.252.109,Pune,8,37,25398.6,0.87,1802,1,0,1,Food,1
1779,37701,1543,21881.41,2024-07-29 21:21:00,NetBanking,Mobile,934214,192.168.151.62,Bangalore,3,20,6236.83,0.37,3094,0,0,0,Bills,0
1780,71609,7505,25924.37,2024-08-26 22:00:00,ATM,Web,759571,192.168.85.252,Bangalore,6,11,52413.5,0.869,912,0,0,0,Bills,0
1781,14208,3624,22308.51,2024-05-10 15:00:00,UPI,Branch,588339,192.168.215.7,Chennai,6,23,31634.83,0.639,4767,0,0,0,Food,0
1782,40552,1201,26363.87,2024-12-30 16:42:00,ATM,Mobile,864550,192.168.172.221,Delhi,9,19,3263.7,0.409,3376,0,0,0,Grocery,0
1783,12131,3177,38791.42,2024-09-04 09:26:00,NetBanking,Card,878131,192.168.164.108,Bangalore,8,28,49361.35,0.453,3523,1,0,0,Food,1
1784,95939,7675,40199.13,2024-10-04 22:25:00,POS,Web,966577,192.168.107.192,Chennai,9,6,5452.68,0.585,3097,1,0,0,E-commerce,1
1785,75452,8829,41911.0,2024-03-12 16:56:00,ATM,Card,995256,192.168.232.231,Chennai,7,31,49237.58,0.024,808,0,0,0,Electronics,0
1786,31923,1731,10660.87,2024-11-25 06:08:00,NetBanking,Web,198390,192.168.146.149,Delhi,0,5,51424.48,0.166,3241,0,0,0,Grocery,0
1787,27837,5174,22919.33,2024-12-18 16:43:00,NetBanking,Mobile,981740,192.168.185.127,Mumbai,7,31,50333.75,0.773,3514,0,0,0,Electronics,0
1788,18903,2810,41558.73,2024-11-26 01:42:00,NetBanking,Web,445814,192.168.12.160,Delhi,2,0,40145.22,0.508,4305,0,0,0,Grocery,0
1789,52558,7151,47096.86,2024-06-09 23:39:00,POS,Branch,691320,192.168.205.248,Mumbai,5,29,37354.38,0.552,307,0,0,0,Electronics,0
1790,77814,8025,27172.02,2024-12-06 23:37:00,POS,Mobile,572903,192.168.73.20,Hyderabad,1,31,23127.07,0.452,160,0,0,0,E-commerce,0
1791,62578,9658,24675.35,2024-01-04 21:07:00,POS,Web,380612,192.168.150.144,Hyderabad,8,29,50019.15,0.975,4798,1,0,0,Electronics,0
1792,89292,4193,38241.51,2024-03-15 08:15:00,ATM,Card,620360,192.168.180.123,Chennai,2,24,5484.9,0.521,2551,0,0,0,Electronics,0
1793,40943,3692,49585.13,2024-08-27 04:39:00,POS,Card,624555,192.168.171.208,Chennai,6,0,32797.33,0.886,3868,1,0,0,E-commerce,1
1794,35029,3788,21325.31,2024-10-09 01:04:00,UPI,Branch,919248,192.168.58.26,Hyderabad,7,35,17621.58,0.376,4446,1,0,0,E-commerce,0
1795,53024,7850,8296.73,2024-02-13 22:05:00,UPI,Mobile,985359,192.168.200.163,Bangalore,0,32,4565.25,0.327,936,0,0,0,Travel,0
1796,28187,5005,41723.62,2024-04-17 00:50:00,POS,Branch,533216,192.168.39.76,Mumbai,6,5,41615.72,0.191,3343,0,0,0,Food,0
1797,97807,1204,35535.74,2024-02-02 10:54:00,ATM,Card,148530,192.168.141.194,Mumbai,7,4,55588.21,0.046,2081,1,0,0,E-commerce,0
1798,26718,9527,7296.53,2024-02-07 20:34:00,ATM,Web,789695,192.168.136.16,Delhi,6,27,4838.88,0.6,3360,1,0,0,E-commerce,0
1799,53097,1936,16209.29,2024-01-09 14:20:00,NetBanking,Branch,893541,192.168.197.214,Chennai,5,10,39143.85,0.505,3830,0,0,0,E-commerce,0
1800,56980,9352,27683.51,2024-12-27 20:18:00,POS,Web,504795,192.168.10.0,Chennai,8,17,56628.97,0.491,3605,0,0,0,Bills,0
1801,15134,2456,36586.7,2024-11-18 06:47:00,UPI,Web,381883,192.168.33.225,Hyderabad,3,16,9901.2,0.356,4507,0,0,0,Food,0
1802,52157,5842,39043.3,2024-08-10 03:11:00,NetBanking,Branch,445721,192.168.238.123,Chennai,1,36,44054.74,0.407,4833,1,0,0,Bills,0
1803,50922,3811,7828.78,2024-01-13 07:01:00,NetBanking,Card,474324,192.168.108.235,Bangalore,6,23,42958.12,0.675,3204,0,0,0,Food,0
1804,33349,7180,10876.7,2024-09-23 13:28:00,UPI,Card,333994,192.168.62.2,Delhi,3,6,57770.39,0.289,4335,0,0,0,Grocery,0
1805,21517,4626,37218.92,2024-07-15 01:53:00,NetBanking,Mobile,412334,192.168.216.234,Bangalore,4,5,19678.35,0.032,2922,0,0,0,Food,0
1806,14065,4305,5849.81,2024-10-10 08:47:00,ATM,Web,373257,192.168.206.138,Delhi,3,27,46598.49,0.553,1329,0,0,0,Food,0
1807,10772,5292,24933.1,2024-06-27 15:27:00,ATM,Card,213119,192.168.254.16,Bangalore,5,34,9512.42,0.529,1279,0,0,0,Others,0
1808,53333,9736,27322.31,2024-01-04 02:43:00,POS,Branch,672670,192.168.224.251,Bangalore,1,33,24485.57,0.461,3921,1,0,0,Others,0
1809,18085,3207,17000.76,2024-11-28 12:41:00,NetBanking,Branch,447458,192.168.138.71,Chennai,3,20,26462.86,0.549,2400,1,0,0,Travel,0
1810,96338,2977,39826.99,2024-11-17 02:03:00,ATM,Branch,149890,192.168.52.46,Chennai,8,14,46213.9,0.093,870,0,0,0,Grocery,0
1811,32026,1595,2818.02,2024-11-28 13:36:00,POS,Web,660458,192.168.26.17,Pune,7,10,17207.23,0.578,3122,1,0,0,E-commerce,0
1812,68726,7647,38883.35,2024-08-29 11:32:00,UPI,Branch,381072,192.168.135.131,Chennai,8,11,3830.96,0.623,1872,1,0,0,Others,0
1813,70613,7097,32319.34,2024-12-02 02:55:00,UPI,Card,225348,192.168.27.172,Bangalore,1,31,8780.18,0.788,2157,1,0,0,Grocery,0
1814,54595,6478,25385.52,2024-01-26 23:55:00,POS,Mobile,707282,192.168.135.76,Mumbai,7,38,42131.76,0.907,2282,0,0,0,Travel,0
1815,89524,1212,43625.02,2024-05-26 00:01:00,UPI,Mobile,725504,192.168.228.177,Bangalore,9,39,35616.28,0.69,356,0,0,0,Travel,1
1816,19962,8114,10152.21,2024-04-26 20:32:00,UPI,Card,180608,192.168.96.215,Delhi,1,26,32045.02,0.458,3439,0,0,0,Bills,0
1817,31062,8284,40048.66,2024-06-21 19:52:00,UPI,Mobile,781121,192.168.249.115,Mumbai,8,18,47573.12,0.335,4799,0,0,0,Others,0
1818,32719,9504,9429.34,2024-01-16 02:52:00,ATM,Web,586427,192.168.157.245,Bangalore,3,24,33047.49,0.239,881,0,0,0,Others,0
1819,22187,9361,49522.78,2024-10-28 08:51:00,UPI,Mobile,239234,192.168.115.27,Delhi,2,7,52059.54,0.226,3920,1,0,0,Bills,0
1820,36529,3368,1686.6,2024-04-19 01:50:00,NetBanking,Web,513275,192.168.105.185,Chennai,2,22,1428.85,0.982,4854,1,0,0,Bills,0
1821,38141,7392,27682.2,2024-02-13 20:35:00,ATM,Mobile,993676,192.168.249.187,Pune,1,13,39169.64,0.548,1328,0,0,0,Grocery,0
1822,78831,4623,8442.44,2024-03-13 04:35:00,ATM,Web,158613,192.168.245.142,Mumbai,9,3,44630.55,0.862,3631,0,0,0,Travel,0
1823,37146,6363,20428.35,2024-02-11 18:18:00,UPI,Mobile,540263,192.168.188.35,Hyderabad,7,6,54455.15,0.037,1459,0,0,0,Grocery,0
1824,88903,3992,7439.94,2024-09-07 12:16:00,UPI,Card,168797,192.168.216.138,Bangalore,5,34,42489.95,0.332,1698,1,0,0,Electronics,0
1825,79539,6912,9731.58,2024-12-02 10:20:00,ATM,Branch,281526,192.168.7.42,Hyderabad,5,4,42061.82,0.298,3842,1,0,0,E-commerce,0
1826,91146,9573,3095.98,2024-01-31 13:55:00,NetBanking,Branch,640736,192.168.186.21,Mumbai,1,9,48534.94,0.457,4500,0,0,0,Bills,0
1827,19470,6869,449.78,2024-01-11 17:50:00,POS,Card,628216,192.168.162.137,Bangalore,7,5,4783.28,0.683,1338,0,0,0,Electronics,0
1828,98610,9286,35979.33,2024-11-17 07:03:00,UPI,Mobile,575213,192.168.117.154,Delhi,1,37,58184.18,0.785,2341,0,0,0,Electronics,0
1829,65256,9384,22700.35,2024-05-19 17:58:00,UPI,Branch,624293,192.168.171.204,Mumbai,7,22,51810.05,0.392,3691,0,0,0,E-commerce,0
1830,98412,2069,2327.33,2024-02-13 23:46:00,ATM,Mobile,748653,192.168.137.52,Pune,2,20,31315.75,0.771,2623,0,0,0,Travel,0
1831,41935,9677,46951.54,2024-03-12 03:43:00,ATM,Card,521820,192.168.224.237,Chennai,7,17,47406.37,0.016,3304,0,0,0,Travel,0
1832,95768,8363,33297.23,2024-09-03 21:33:00,NetBanking,Branch,661864,192.168.48.145,Mumbai,7,15,42172.5,0.54,956,0,0,0,Grocery,1
1833,62973,4839,13250.44,2024-01-31 15:43:00,UPI,Mobile,902865,192.168.121.164,Mumbai,4,16,52192.41,0.382,1688,0,0,0,Bills,0
1834,16463,6400,21962.82,2024-05-26 22:09:00,NetBanking,Card,542917,192.168.15.42,Mumbai,5,36,18251.07,0.701,4934,0,0,0,Travel,0
1835,46910,6553,24488.87,2024-12-21 11:05:00,ATM,Branch,206816,192.168.41.204,Pune,9,8,48334.46,0.493,3595,0,0,0,Grocery,0
1836,22401,8076,28517.89,2024-06-06 06:44:00,ATM,Branch,488652,192.168.157.167,Bangalore,8,34,18902.14,0.966,1627,1,0,0,Others,0
1837,94714,8224,42879.64,2024-03-01 13:44:00,UPI,Mobile,726389,192.168.80.47,Delhi,9,35,17546.2,0.76,951,1,0,0,Others,1
1838,37401,1921,29515.52,2024-10-03 23:38:00,POS,Branch,386531,192.168.24.127,Bangalore,5,6,21193.96,0.714,1981,0,0,0,Food,0
1839,30012,1009,48937.37,2024-06-06 16:05:00,POS,Web,409478,192.168.192.98,Mumbai,5,17,6985.05,0.957,550,0,0,0,Bills,0
1840,59760,3218,36354.11,2024-05-25 05:38:00,ATM,Web,136096,192.168.248.254,Hyderabad,4,39,20804.87,0.088,3001,0,0,0,Grocery,0
1841,48264,5742,49426.43,2024-04-03 12:04:00,NetBanking,Mobile,938676,192.168.17.251,Delhi,4,1,36838.51,0.431,2645,0,0,0,Electronics,0
1842,18727,8641,27559.92,2024-10-01 21:38:00,NetBanking,Mobile,170376,192.168.195.150,Pune,5,2,24557.92,0.661,1018,1,0,0,Others,0
1843,83483,6875,33938.54,2024-06-28 06:38:00,NetBanking,Card,877077,192.168.49.98,Chennai,3,1,32047.38,0.162,1741,0,0,0,Food,0
1844,86120,2222,36908.03,2024-06-25 15:49:00,POS,Web,620267,192.168.210.121,Mumbai,8,10,40669.94,0.42,4141,0,0,0,E-commerce,0
1845,76865,7454,37749.61,2024-10-06 21:59:00,POS,Web,767191,192.168.231.67,Chennai,4,14,46937.2,0.346,4837,1,0,0,Food,0
1846,65507,5213,1270.26,2024-05-12 10:58:00,POS,Branch,621701,192.168.79.197,Delhi,7,21,39690.38,0.333,4034,0,0,0,Food,0
1847,46229,4318,6417.34,2024-08-28 19:07:00,POS,Web,180675,192.168.30.128,Mumbai,7,22,39643.53,0.224,2501,1,0,0,Others,0
1848,58812,7944,11424.73,2024-03-03 19:46:00,UPI,Branch,140665,192.168.86.141,Chennai,4,3,5079.96,0.843,429,1,0,0,Electronics,0
1849,56889,3660,13611.15,2024-07-27 16:31:00,POS,Mobile,344900,192.168.41.11,Delhi,8,16,1144.84,0.262,4859,1,0,0,Travel,0
1850,24877,6567,45273.14,2024-06-05 11:10:00,UPI,Mobile,491359,192.168.196.21,Mumbai,7,22,23246.68,0.508,345,0,0,0,Others,0
1851,17363,2639,36144.03,2024-07-05 09:34:00,POS,Branch,964620,192.168.98.54,Mumbai,7,3,21269.73,0.404,2644,0,0,0,Travel,1
1852,32792,4433,7206.92,2024-05-13 07:08:00,UPI,Mobile,954539,192.168.178.111,Mumbai,1,22,49244.89,0.589,3078,0,0,0,Bills,0
1853,50889,6019,21346.43,2024-02-18 03:01:00,UPI,Card,240364,192.168.254.111,Pune,9,27,10972.25,0.985,3091,1,0,0,Travel,0
1854,24427,6610,12193.92,2024-12-01 23:39:00,POS,Web,269242,192.168.67.216,Chennai,0,2,50395.54,0.758,2954,1,0,0,Grocery,0
